,OrbitingCameraControl.object_x,OrbitingCameraControl.object_y,OrbitingCameraControl.object_z,OrbitingCameraControl.phi,OrbitingCameraControl.radius,OrbitingCameraControl.theta,OrientationControl.rotation_x,OrientationControl.rotation_y,OrientationControl.rotation_z,SunControl.air,SunControl.altitude,SunControl.background_strength,SunControl.dust,SunControl.elevation,SunControl.intensity,SunControl.ozone,SunControl.rotation,SunControl.size,environment,id_l2_3_0,id_linf_4,id_linf_8,id_non_rob,is_correct_l2_3_0,is_correct_linf_4,is_correct_linf_8,is_correct_non_rob,loss_l2_3_0,loss_linf_4,loss_linf_8,loss_non_rob,model,output_type,prediction_l2_3_0,prediction_linf_4,prediction_linf_8,prediction_non_rob
10,-0.5,0,0.268,0.17444444444444443,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,10d961b8-1c4b-403c-9c68-ba4e2faa87c4,67e3bd40-a0d9-4c40-bbf2-c2bc0af06b4b,8c9ac1b8-09ae-4401-bcf8-b2264c44cea4,85e28099-af52-4f24-b20d-9340e3f33979,False,False,False,False,4.8181458,4.038644,4.892213,4.670966,025_mug.blend,classes,birdhouse,birdhouse,birdhouse,"plunger, plumber""s helper"
11,-0.5,0,0.268,0.17444444444444443,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,e41316c2-7843-4cf7-aea6-abcc8e95b969,afedfa28-de8f-4c75-b355-ad2fd759fbbb,656b9e1e-ca6c-411a-a66d-dbce1038c621,3ff49eb5-a7f5-43bc-a073-a680abcb61d9,False,False,False,False,4.724604,2.5696588,3.7953353,3.3159668,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pill bottle
12,-0.5,0,0.268,0.17444444444444443,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,e7425c95-056e-4e2d-9669-5af9468bf919,25ae9c7b-95c7-4671-8237-a30b1f2195e9,0ade5095-132d-453d-9d8d-d9162721e384,80682f0e-4bb4-43be-8cd2-688dae809f70,False,False,False,False,3.5643916,2.2540936,2.7784216,2.6400418,025_mug.blend,classes,"flatworm, platyhelminth","sunglasses, dark glasses, shades",birdhouse,cup
13,-0.5,0,0.268,0.17444444444444443,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,75052086-71f6-4869-88aa-b3e32815a974,99f8d912-6699-4e57-83b6-a6055475c907,2ca939c5-70f0-46cf-a573-2b5f27baa195,f313f43f-1bcc-4e73-aaba-f484320136a1,False,False,False,False,3.936841,2.285521,3.2566223,2.0422053,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,cup
14,-0.5,0,0.268,0.17444444444444443,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,aba8134f-1b28-4a3b-8fe2-4f52c0a54bd4,10261c7c-afc1-43b4-b4a5-2e1d326af0c3,609085f5-9cdb-4275-8608-3b5418b2a4d7,c05995fc-c020-41e8-a94c-7db0a88c81d7,False,False,False,False,4.226006,3.3537502,3.8807845,2.8816502,025_mug.blend,classes,birdhouse,birdhouse,birdhouse,red wine
15,-0.5,0,0.268,0.17444444444444443,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f2db0435-b94a-4da9-91aa-88c9f80bfa28,eabfff39-c533-49c0-8ea4-23adfcd3b6d8,8fb118c3-c4da-412f-a185-9ab0eea05101,250e1a4b-4813-4f37-8222-45d7bf9e9a19,False,False,False,False,4.1147714,3.0683374,3.9404793,3.7620049,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,red wine
16,-0.5,0,0.268,0.17444444444444443,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8c6248b3-2111-4bfa-919b-c5361c2b908e,e9cb9c4d-e7b5-4d46-a25a-d205c3b4338f,de776a8b-a83a-401f-bd03-c390be39aa04,7380b95d-46d4-4702-bfc0-2b4b09896ffc,False,False,False,False,3.8662565,2.1851096,3.6011176,3.316718,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pill bottle
17,-0.5,0,0.268,0.17444444444444443,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0d04246e-2c81-420b-be3d-e067499e8ae3,4fbfbd4c-5f15-482e-b402-f8b223f9d4a4,cef9238b-c9c2-45d8-acc8-4931ddb00640,d793c089-cdf8-47d0-8e58-3130fa75e3de,False,False,False,False,4.088488,2.1209922,3.304305,2.7608728,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,"bucket, pail"
18,-0.5,0,0.268,0.17444444444444443,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,03c6ca8c-09f8-4a5c-a73f-823cee047f8e,5f246504-ef9b-4513-815d-0083de16beba,b26f76a9-7705-435c-88b5-1489057840b9,813c478c-d2c8-4542-8271-a99e65712f9e,False,False,False,False,3.9788327,2.581664,3.5488582,3.6102638,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,nipple
19,-0.5,0,0.268,0.17444444444444443,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d6cffdc3-1cce-4f65-9335-4f96d7c7e1c4,53593b74-bf8c-4f4d-9a6d-7ff643b3ea7a,ad64943e-006e-4209-986d-1f007afe518c,68945cd5-74d2-4e21-a18f-83df69ab0c54,False,False,False,False,4.8209295,3.9609787,4.882221,4.588581,025_mug.blend,classes,birdhouse,birdhouse,birdhouse,"plunger, plumber""s helper"
20,-0.5,0,0.268,0.34888888888888886,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,24548885-d513-4bd7-808d-b7b1bc2e96ef,6c40afb0-1726-44f7-b539-da956a0288dd,20bd553e-94a9-4738-a6c7-5a4e2b4162f1,6414e2c0-a0e2-4085-be1a-c6b8a6d77e7b,False,False,False,False,3.4448597,3.2173815,3.4647164,4.3443713,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pencil sharpener
21,-0.5,0,0.268,0.34888888888888886,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,23ced4ba-f890-4086-818b-614e6db728d6,28f3e532-a4f4-4ab3-9665-969fdcfaae89,85318fd3-d6ca-4a90-9d03-5cf1f6061ee5,756daa2f-64aa-4291-8201-151f2be7c27b,False,False,False,False,3.736495,2.717103,3.0559802,4.323864,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pencil sharpener
22,-0.5,0,0.268,0.34888888888888886,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,a2771f22-7391-46eb-9ae2-b4138147e948,92a97704-b5c5-47da-8bb7-3feda1186de4,f9b94cc8-f4c6-4bf2-b99d-7442090cf796,97720bf6-f7b2-45ac-b2d0-3737330a6b7b,False,False,True,False,2.9321215,2.1000698,1.8331462,2.5656912,025_mug.blend,classes,"flatworm, platyhelminth","sunglasses, dark glasses, shades",coffee mug,"bucket, pail"
23,-0.5,0,0.268,0.34888888888888886,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,c25d3c46-5592-482d-bd35-236a659c2039,cfed16f3-7117-4569-b65a-e5fc921cfbc1,908f6b96-f40b-4ce0-a249-40b3c8524dc1,6fcf8ecf-1dc2-490a-af57-1bd09f1a26d1,False,False,False,False,2.8195057,1.5879318,2.2989926,2.4008362,025_mug.blend,classes,"flatworm, platyhelminth",cup,birdhouse,paintbrush
24,-0.5,0,0.268,0.34888888888888886,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,719ff0ac-181b-4fb7-8ae2-1d821f63c49a,7978a959-4d39-4988-89cc-efd19cd0d30c,76a9121e-25da-44a6-809c-84efe611109e,516228c9-0cf3-4f79-949f-1d09ae4b3553,False,False,False,False,3.4487824,3.1328626,2.9721587,3.1871853,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pill bottle
25,-0.5,0,0.268,0.34888888888888886,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0673a0fe-6ffa-42e4-82f6-423dee73be3c,42a68902-3334-436c-b3f4-711be17b0bc4,44bafc38-d18d-4c5d-9235-5075b7b6bb66,9bb78bdc-7f6b-43bd-8af4-3d9a52e24c7a,False,False,False,False,3.6213837,3.1794167,3.17656,3.5154393,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pill bottle
26,-0.5,0,0.268,0.34888888888888886,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,471c73d2-be6d-4029-aa65-954f8d3ea183,98c9b8a1-5450-4e47-86d5-7a63681a778f,23a88d0b-3d2d-434f-8d77-c96b415625a1,3231c600-4205-44ce-8575-b17e50497238,False,True,False,False,2.907236,1.7938015,2.3393729,1.6001513,025_mug.blend,classes,"flatworm, platyhelminth",coffee mug,cannon,cup
27,-0.5,0,0.268,0.34888888888888886,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0b219804-bbcd-4a75-ad85-e1a9fafe7707,acdef237-f9d9-4240-9060-8af635d0fdd7,b595e4c2-4145-4023-9f87-63aed313c56e,4c62c49c-05ae-459a-84b9-9a5817c6fa78,False,False,False,False,3.3149052,2.1141481,2.694937,3.148484,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,"bucket, pail"
28,-0.5,0,0.268,0.34888888888888886,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,5a07de73-1f1b-4faf-b59b-18485fe3a531,ea5d27cd-1431-4749-8f78-8ec7cda65f81,434e66f4-3b28-47aa-a967-53458c8df064,8e9f01c2-d15b-446a-8716-8aed84edf3ca,False,False,False,False,3.5619113,2.5921144,3.0205088,4.6153593,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pencil sharpener
29,-0.5,0,0.268,0.34888888888888886,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,3f60fd99-2303-4add-89ef-54c171c2ad3f,60f54083-e0aa-4432-8817-2569216f06a4,eda98646-8229-4c69-ba1e-9ea2cd8df5e0,1977fb96-1fc1-4d63-942a-7be5c7bd0ac7,False,False,False,False,3.4472268,3.2033303,3.442988,4.2137513,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pencil sharpener
30,-0.5,0,0.268,0.5233333333333333,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,774417b4-9bd8-4490-9427-fc554f4f2136,5608b092-9597-4ee0-8153-475614c58e77,4aa42ff1-fd17-4896-9470-5da21ea2465c,1f7cbc5f-0b53-422f-9564-fd3bf6346712,False,False,True,False,2.1366324,2.268739,1.7575605,5.5963836,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,pencil sharpener
31,-0.5,0,0.268,0.5233333333333333,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,6a062b4e-5e04-4038-9818-be4c88419361,91c848ae-593f-44c4-99dc-0a4601bc161e,27df0d48-7ff8-4b69-b09c-9f280444e810,a08b859f-dc8e-4a3a-a997-890f8990dc9d,False,False,False,False,2.2641473,2.658296,1.9811372,6.4012794,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
32,-0.5,0,0.268,0.5233333333333333,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,aaa9098d-87b4-419f-a858-c68cd54ebba0,88f7efc2-6722-46e2-93af-cf50686838bd,dc6d876c-ba10-4e86-8fd2-dfefd8d1a844,3930d135-ebb4-403a-b722-6e8adf2642f1,False,False,True,False,1.5253532,1.530031,1.4376941,5.088286,025_mug.blend,classes,cup,"bucket, pail",coffee mug,"bucket, pail"
33,-0.5,0,0.268,0.5233333333333333,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,4536d074-8748-48e2-abee-665e18abeadd,cf6f54d7-7117-4b3b-9dd5-15c652a5ae00,dff2c755-7a56-41d0-8483-7fabd39d727c,087a11a3-af69-4a5e-aea4-3bf1aadd464a,False,False,True,False,1.6490822,1.2575631,1.3679012,2.5792987,025_mug.blend,classes,cup,cup,coffee mug,"bucket, pail"
34,-0.5,0,0.268,0.5233333333333333,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,1f5f2615-c570-4c5d-b8ce-3836c7af84a0,7cbfdcb2-936f-4ca8-89ba-b565275298c0,8b7ff637-26a7-4a89-8859-d1b39e3fc055,ed9f10f4-4a1c-486c-b114-293b6bbc44df,False,False,False,False,2.553144,3.1791196,2.0755553,4.1410184,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
35,-0.5,0,0.268,0.5233333333333333,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,819dd701-d8fb-4021-af0f-6d5ff45750a2,70809317-b9a5-4cc6-8120-961ad6b1152a,2206fa8b-774a-4f92-9420-8a07f6b9fd8f,d41f43da-d34f-4987-98f3-64fa57b67fc2,False,False,False,False,2.5953584,2.8241482,1.9896027,2.8361936,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
36,-0.5,0,0.268,0.5233333333333333,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,68e62ddf-ec72-4c80-b0bd-8ce82912f929,92aa4a34-0c39-43c2-865d-53332a3f3ea6,52403a39-6b75-4c00-a68d-e3c6842579dd,5bb7d47f-4ca4-486f-8d6f-c333c6677658,False,False,True,False,1.7693043,1.4710389,1.4351376,1.7817599,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
37,-0.5,0,0.268,0.5233333333333333,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,53fe74a1-99f1-42ed-a35d-153a03f5361c,12bae3f0-c8c0-4612-9607-ceed68097cce,f83bfbb5-a60d-4bf9-a17b-676fb7d235dc,56d87a58-4154-4049-91c2-44cfe9571118,False,False,False,False,2.2978384,1.5671978,1.7484709,6.8378243,025_mug.blend,classes,"bucket, pail","bucket, pail",cup,"bucket, pail"
38,-0.5,0,0.268,0.5233333333333333,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,ca46111c-5122-48aa-a5e6-e28600f6ae32,d766c719-b5e6-4b61-b4cc-4779db7c25ca,43d3ea4c-b177-489d-a410-4a090df26823,a3d50bfc-65bd-4b8e-a549-ddcd5b32bc4c,False,False,False,False,2.3321252,2.172753,1.9033811,4.477008,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail",pencil sharpener
39,-0.5,0,0.268,0.5233333333333333,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8a11c068-e2ff-4e6e-a506-722003bc5255,fa5b2d4d-276d-425b-ace5-02aa8221aa99,9ecaad86-c6c9-4ab9-8adc-e7d0cf084723,502438fa-1f1a-4ebc-a35f-61a765934668,False,False,True,False,2.1387863,2.2720997,1.7717733,5.5001674,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,pencil sharpener
40,-0.5,0,0.268,0.6977777777777777,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,c9da588e-6715-41b0-bddb-e6acc780d9bd,f5caac6b-80c3-4876-83f6-e8b7c46e4bf9,12f35b74-04d6-415a-9a37-78dd1da9b727,27dd8002-c658-4811-a12b-7e72013ea838,False,False,False,False,1.8750265,2.104727,1.6004965,3.5257182,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
41,-0.5,0,0.268,0.6977777777777777,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,7ea1ca1a-78a1-42fd-800d-ca0d550c32f1,a4970158-47f9-4fe3-9d3b-6a33c4c65b70,535d591d-2070-48a5-bf4c-6edbd638480c,f028610d-9df7-4975-a68e-a67c2d20da42,False,False,False,False,1.9069749,2.236143,1.6834478,5.04159,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail",pencil sharpener
42,-0.5,0,0.268,0.6977777777777777,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8b21a842-a502-4434-a73b-a512d463094c,a85d0f25-d84f-41de-a24f-3d4dc9c1547e,7882e9e4-e4d0-4799-ae43-40fcf1b4d763,fef2c866-ed7c-4dfe-bf33-2c6eb5dab5ea,False,True,True,False,1.0404444,0.6617293,0.9876112,2.027438,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
43,-0.5,0,0.268,0.6977777777777777,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0ba2be8a-3e90-45eb-94de-f71f114c3fe9,60e8d942-248e-478b-8518-2fe9bf55e50f,a9025d10-7c0d-4072-9fc0-6b023556600f,a6dea912-0f77-4b00-9ec9-35ea9524e273,False,True,True,True,1.2135959,0.74939483,0.874607,0.994789,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
44,-0.5,0,0.268,0.6977777777777777,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,b5158c3c-21f9-4c24-b364-37a9514f3241,9e0443a6-0a89-482c-a46b-f5dfd6cdc997,370c8d50-c6de-4514-ae71-a612cceea6fa,3e52db1a-0a16-41ec-8846-27ac7ba39c18,False,False,False,False,2.3720546,2.7320747,1.5570314,3.6952076,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
45,-0.5,0,0.268,0.6977777777777777,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,2167d779-e5f6-4f56-907b-8a8d6b520694,a587132e-06b0-4e26-8162-9c55afd11641,b6693d11-19e0-45a2-ab48-3eb3d2b8019d,4e178ce0-d357-4e75-8ed3-cf271e332d60,False,False,False,False,2.4841855,3.3193398,1.7149589,2.84402,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
46,-0.5,0,0.268,0.6977777777777777,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,896bbc3d-3351-42ce-bccd-3a198c376f0c,98fffa8c-4406-4507-8ae4-429edbbc2052,20294702-9ee0-4520-9986-e6c152c809b9,5c954641-80dc-4520-9104-fcd141e2f9a4,False,True,True,True,1.2746477,1.0032102,0.86872625,0.8725072,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
47,-0.5,0,0.268,0.6977777777777777,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,31189014-448f-4c01-ada7-d5a30a6f4391,33cb80ca-cb45-4298-85b6-6bf1952da7b0,778f3aef-4fff-424c-9a68-0086f4c715bd,97813149-349e-4147-ad44-bf154e97c376,False,False,False,False,1.5297309,1.4231899,1.4156078,2.7128158,025_mug.blend,classes,cup,"bucket, pail","bucket, pail","bucket, pail"
