,OrbitingCameraControl.object_x,OrbitingCameraControl.object_y,OrbitingCameraControl.object_z,OrbitingCameraControl.phi,OrbitingCameraControl.radius,OrbitingCameraControl.theta,SunControl.air,SunControl.altitude,SunControl.background_strength,SunControl.dust,SunControl.elevation,SunControl.intensity,SunControl.ozone,SunControl.rotation,SunControl.size,environment,id_l2_3_0,id_linf_4,id_linf_8,id_non_rob,is_correct_l2_3_0,is_correct_linf_4,is_correct_linf_8,is_correct_non_rob,loss_l2_3_0,loss_linf_4,loss_linf_8,loss_non_rob,model,output_type,prediction_l2_3_0,prediction_linf_4,prediction_linf_8,prediction_non_rob
19,-0.5,0,0.253,0.17444444444444443,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,d1d11afb-1190-4867-8165-c9992a264de8,00076918-ac8d-4fb4-8c80-f5bf38d1e894,3ca5d163-4118-40df-9702-41145f4c60e9,5cc2ae99-e53c-4a67-8e66-7eb80ac1823b,False,False,False,False,13.9503145,12.615496,14.518707000000001,10.651201,tugboat_1.blend,classes,"cellular telephone, cellular phone, cellphone, cell, mobile phone","cellular telephone, cellular phone, cellphone, cell, mobile phone",iPod,"switch, electric switch, electrical switch"
20,-0.5,0,0.253,0.34888888888888886,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,7c541f0e-7603-4609-8934-ba480e852b41,a24d1bbe-cb28-494f-a546-9f6c906b020e,0854199b-23fa-4b53-898b-c7061b397807,7d83a9f9-8b19-4b31-a0af-c4ee72e4eeb6,False,False,False,False,12.259882000000001,10.085930000000001,13.232565,9.261526,tugboat_1.blend,classes,"switch, electric switch, electrical switch",iPod,iPod,"switch, electric switch, electrical switch"
21,-0.5,0,0.253,0.34888888888888886,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,41cbdf61-ad6a-4763-a20e-65dee327422e,5b1c6753-5ebb-46e8-af38-3548e2a59eea,858e22f7-34de-49f4-a01f-a4a97d7700b3,4b8ec3ba-fda2-4ec9-b171-1bb8a9057c06,False,False,False,False,13.711554000000001,13.18808,12.872525,10.169481,tugboat_1.blend,classes,"cellular telephone, cellular phone, cellphone, cell, mobile phone","lighter, light, igniter, ignitor",iPod,"switch, electric switch, electrical switch"
22,-0.5,0,0.253,0.34888888888888886,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,9a0370bb-f88d-4df2-b97f-33f4c96ec3e0,266f5b52-5dcd-43e3-a936-7cdffdc2923d,de1ccccc-0de9-4a64-9585-bea775bdfaf8,e09ed483-f64c-4650-a774-0c8490e9e191,False,False,False,False,11.834518,12.848558,12.259279,8.65887,tugboat_1.blend,classes,cassette,"hard disc, hard disk, fixed disk",iPod,"switch, electric switch, electrical switch"
23,-0.5,0,0.253,0.34888888888888886,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,dd37432a-3d01-482e-ab5b-bef2cc5385f2,ec202433-9325-4572-acf5-d810eb1279c9,5d0cff70-9121-48da-a5f4-2e4bc728c7ad,2514d431-d9b2-49d6-a685-c3cd1dc8fb6d,False,False,False,False,11.550791,11.436734,11.571871,10.359434,tugboat_1.blend,classes,cassette,"hard disc, hard disk, fixed disk",mousetrap,"switch, electric switch, electrical switch"
24,-0.5,0,0.253,0.34888888888888886,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,04fd492f-c5de-4674-8806-eb41a188293c,83635435-6259-4301-a80b-400aeb53d8bb,b792e36e-fa57-4e8e-9a13-7d4c6d5b83e0,183b4140-bc16-4459-aa28-71baf9d97c2a,False,False,False,False,12.306677,11.654386500000001,12.898474,8.911109,tugboat_1.blend,classes,"cellular telephone, cellular phone, cellphone, cell, mobile phone","lighter, light, igniter, ignitor","cellular telephone, cellular phone, cellphone, cell, mobile phone","switch, electric switch, electrical switch"
25,-0.5,0,0.253,0.34888888888888886,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0d3d0f5e-05ae-4b44-b661-11794ed6e18f,588f7f71-cffd-45fb-b914-ebb659f0f5c2,35ff9f30-433c-4275-8325-6a4bba18f439,6867f1fa-9301-465d-8f7a-4bc00ab9d2a0,False,False,False,False,11.679732000000001,10.825586999999999,12.121350999999999,9.993849,tugboat_1.blend,classes,"pay-phone, pay-station","Polaroid camera, Polaroid Land camera","pay-phone, pay-station","switch, electric switch, electrical switch"
26,-0.5,0,0.253,0.34888888888888886,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,323c0e41-28a4-49ea-b02f-3a1e7231e905,7d832a43-c6df-48b9-8507-bf0e5fb78a15,c962f98c-7e6a-4345-9ad5-ba93f9f423ef,cccaa56a-4e0c-4272-bb02-5c34d9d55e8f,False,False,False,False,13.240756,11.582819,12.335747,11.524761999999999,tugboat_1.blend,classes,"cellular telephone, cellular phone, cellphone, cell, mobile phone","lighter, light, igniter, ignitor","cellular telephone, cellular phone, cellphone, cell, mobile phone","switch, electric switch, electrical switch"
27,-0.5,0,0.253,0.34888888888888886,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,1a6254c8-63f8-4466-95ff-ec06d779def0,be72e7bb-492b-4c51-95a7-c120c150e1e3,71520e4c-78ce-456c-b88e-1aa8bf2ee15d,1cbfb676-f922-465f-92d0-d3c9798f48fb,False,False,False,False,11.395403,11.068918,11.474127000000001,8.497442,tugboat_1.blend,classes,cassette,mousetrap,iPod,"switch, electric switch, electrical switch"
28,-0.5,0,0.253,0.34888888888888886,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,664f0ce7-05ec-40a3-9d08-5eac1a7f69df,a3f64fd9-3ecf-4cbe-ba00-f58521a4097c,a670dfe5-a52b-45d6-ab70-c028603b85a0,c23d392f-a4fc-40ea-a32f-5057ad1f974c,False,False,False,False,12.157672999999999,12.482683999999999,12.010834,8.372999,tugboat_1.blend,classes,cassette,"hard disc, hard disk, fixed disk",iPod,"switch, electric switch, electrical switch"
29,-0.5,0,0.253,0.34888888888888886,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,c02a6f7e-9a25-47fd-a9d3-43fbee7b32c2,4169989c-4192-4901-8b36-c3c6d46a4600,3378b4bf-ca7b-4b42-baae-547d7d1d8b6c,742dfddb-4bc9-4acd-8c4d-9c5fc6036002,False,False,False,False,13.03922,12.295778,13.184220999999999,8.311691999999999,tugboat_1.blend,classes,"cellular telephone, cellular phone, cellphone, cell, mobile phone","lighter, light, igniter, ignitor",iPod,cassette
30,-0.5,0,0.253,0.5233333333333333,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,20f14862-1b38-4265-9c87-5fd59549f777,03c236cb-5559-4db5-a1c5-a52bdf7e57fa,8f4f8a1b-fcd6-41d7-ba7d-6619ae9c15e6,64962f20-df12-40b0-8d46-5968305dab0a,False,False,False,False,11.935274,10.006089999999999,11.127918,7.4897337,tugboat_1.blend,classes,"dial telephone, dial phone","prison, prison house",iPod,"garbage truck, dustcart"
31,-0.5,0,0.253,0.5233333333333333,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,abecc0a3-d20a-4188-9d9d-4d59783337ad,b672a4a4-64b7-4fbf-8a99-1c9f013bf096,4c30f3cf-7666-48c1-8615-c18ab50bb263,ab74027b-bbd7-4f6a-b455-2bae6722dacd,False,False,False,False,11.9003315,11.6306505,10.916628,9.978773,tugboat_1.blend,classes,cassette,"lighter, light, igniter, ignitor",iPod,mousetrap
32,-0.5,0,0.253,0.5233333333333333,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,100aacac-b10e-47fc-bbf7-0ef1fda27eef,d53b4f2e-61a5-46e2-b838-885a82901c66,26f0f382-67b9-4a14-b977-97b5188e5a61,b06610ec-23e3-4ce6-933a-8747dd29ff78,False,False,False,False,10.309399,11.115484,10.535816,7.7954545,tugboat_1.blend,classes,cassette,"grand piano, grand",iPod,"switch, electric switch, electrical switch"
33,-0.5,0,0.253,0.5233333333333333,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,bbc5fc8f-ca48-4a32-ac37-c92d4bd96814,e74abae1-d64a-47bf-b2de-e71ef362a164,5cd8bf7f-6d50-4e22-81bc-0f5bf5b71911,a75102c0-1e45-4c98-9a0b-c9dc8a487793,False,False,False,False,10.061326,9.931579,9.769849,9.363389,tugboat_1.blend,classes,cassette,"lighter, light, igniter, ignitor","Polaroid camera, Polaroid Land camera","switch, electric switch, electrical switch"
34,-0.5,0,0.253,0.5233333333333333,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,4382e33c-d71e-4af5-8116-d6c4ccab2af1,53c06e4e-eb0b-4ea8-9e68-b466146e6931,36667ac6-dace-44ee-9c62-fb134a79dcfa,59b9bb10-257a-43e0-b160-6bce716ff63f,False,False,False,False,9.813395,10.212888000000001,10.945253,8.705355,tugboat_1.blend,classes,"lighter, light, igniter, ignitor","lighter, light, igniter, ignitor",iPod,mousetrap
35,-0.5,0,0.253,0.5233333333333333,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,2d15746b-9542-4512-a056-c84cf8c90ef3,a90176d9-b326-4db3-afbf-08863334aa12,09fc6e6e-df3a-425d-95e2-c03d67f19e33,1560f7c7-edb3-4539-af96-8167367f6ba3,False,False,False,False,10.015830000000001,9.455214999999999,10.251458999999999,6.2480936,tugboat_1.blend,classes,"pay-phone, pay-station","Polaroid camera, Polaroid Land camera","pay-phone, pay-station","switch, electric switch, electrical switch"
36,-0.5,0,0.253,0.5233333333333333,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,655280c2-7d75-44ce-aed1-e43795825f12,4e49e1ac-d3e5-4199-8d03-199560587a9e,5f733b40-33e2-4db4-b60f-45b379869273,98631a83-30ed-48ea-b17d-d9c7beac759f,False,False,False,True,11.662874,10.729567,10.669630999999999,4.967112,tugboat_1.blend,classes,"lighter, light, igniter, ignitor","lighter, light, igniter, ignitor",iPod,speedboat
37,-0.5,0,0.253,0.5233333333333333,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,3740d8b0-cb5e-4007-9e3d-64a22703bf4e,555ed7fa-25d5-46ec-b8f5-afbcca0875d7,7324d6e8-7770-4342-80a5-2dc5608ff0a7,e9164639-0868-40a0-b2c3-a76d8764bf1e,False,False,False,False,10.271196,10.590822,10.343981,8.1405945,tugboat_1.blend,classes,cassette,"hard disc, hard disk, fixed disk",iPod,"switch, electric switch, electrical switch"
38,-0.5,0,0.253,0.5233333333333333,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,6cf0b9a9-cd96-4ad8-8ba4-23c5816a7efd,c390d8b2-0443-49f7-95e2-eb57d6899220,8847f6b2-a424-492c-9412-1bf73729ff70,2f2857d0-adec-4e2d-94c6-b73ed7476453,False,False,False,False,10.747259,10.842675999999999,10.6767645,9.190775,tugboat_1.blend,classes,cassette,joystick,iPod,"switch, electric switch, electrical switch"
39,-0.5,0,0.253,0.5233333333333333,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,bb865aa1-969f-45dd-9ee3-105cc8bb6bdd,e124051f-d17f-45a8-8b36-5265f42b00e7,63010b74-2e52-4fe4-95b5-828e7356e318,2e80c946-e57a-4082-a958-1aaf89b9b023,False,False,False,False,11.391522,10.730215,10.884961,7.333705999999999,tugboat_1.blend,classes,"switch, electric switch, electrical switch","lighter, light, igniter, ignitor",iPod,"switch, electric switch, electrical switch"
40,-0.5,0,0.253,0.6977777777777777,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,4590918e-65be-4d57-b52a-94ccd5b912a4,926f18c0-2b14-43fc-a7b1-f2cfb69c46bc,9f782859-b015-43c7-bf23-ed8de5347bd7,f4b3d26a-9c5a-45f4-ba4d-3a32db140cef,False,False,False,False,10.149014999999999,8.964089999999999,9.124364,6.755446000000001,tugboat_1.blend,classes,"jeep, landrover","jeep, landrover","beacon, lighthouse, beacon light, pharos","garbage truck, dustcart"
41,-0.5,0,0.253,0.6977777777777777,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,f5be3a81-7864-4fc4-be32-48db39d1e65c,151fde45-5ec1-4e9c-967b-209ea1a69f9e,4883d130-152f-4d1e-90cb-2e75808f90e8,26a446b7-8acc-4e80-817f-98c7231a29f0,False,False,False,False,10.770151,10.682134,10.101652,7.065987599999999,tugboat_1.blend,classes,"grand piano, grand","grand piano, grand","traffic light, traffic signal, stoplight","tank, army tank, armored combat vehicle, armoured combat vehicle"
42,-0.5,0,0.253,0.6977777777777777,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,dcda41ce-635d-4f8a-8c74-c051bb5fe190,0d61612e-4a6b-4fd3-9080-7696b2df08c7,430cc462-d79a-4591-b31f-690253d5183a,d2e6b5c3-3b75-4acf-b3d1-47c2a7b695b5,False,False,False,False,9.238296499999999,10.013755999999999,9.249794,8.39794,tugboat_1.blend,classes,football helmet,"grand piano, grand",iPod,"hard disc, hard disk, fixed disk"
43,-0.5,0,0.253,0.6977777777777777,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,11143ea8-c473-427c-9c7d-97b78bbc4d92,7b989f60-0987-45c2-9d22-83b4a487c0f0,49deb22e-9cc4-471a-b8a4-b852e9e61770,2e07a2a5-a5a9-4030-a00e-30d4bb2fe996,False,False,False,True,9.319632,9.559683,9.348311,4.828462,tugboat_1.blend,classes,football helmet,"hard disc, hard disk, fixed disk","Polaroid camera, Polaroid Land camera","container ship, containership, container vessel"
44,-0.5,0,0.253,0.6977777777777777,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,bd3bd02e-cbe7-4d1b-ad2c-5d51353de06f,e757d753-8f7a-456b-b0c2-dd483ee5b263,51d3c544-6e93-4ddb-838b-650e0c49d21c,b3807c1a-19fb-4cd1-8827-0e531fc08f8e,False,False,False,False,9.801081,10.302259,10.229925,4.488238,tugboat_1.blend,classes,"grand piano, grand","Polaroid camera, Polaroid Land camera","Polaroid camera, Polaroid Land camera","beacon, lighthouse, beacon light, pharos"
45,-0.5,0,0.253,0.6977777777777777,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,d6109605-126f-4c7c-bbba-38f0fc4431fe,68e0d896-f0ed-4aeb-ab4e-a017a0027cd0,5d8af1c4-466c-4777-b9fb-202127a838c7,4e169838-95f7-484e-9b26-1e4e823fe684,False,False,False,False,10.091761,9.492192999999999,9.439386,4.9059153,tugboat_1.blend,classes,"gas pump, gasoline pump, petrol pump, island dispenser","Polaroid camera, Polaroid Land camera","pay-phone, pay-station",space bar
46,-0.5,0,0.253,0.6977777777777777,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,30c5f255-9e9b-4ccc-9f40-6d09532e28d5,785b5bed-5b1a-421f-aea6-0a815457cb22,45ce379a-5f45-40fe-89fe-2063a2b9529a,b9131186-c3e7-4c89-8521-c4ba3b07154f,False,False,False,False,11.326917,11.072713,10.423929,4.884825,tugboat_1.blend,classes,"lighter, light, igniter, ignitor","Polaroid camera, Polaroid Land camera","lighter, light, igniter, ignitor",trimaran
47,-0.5,0,0.253,0.6977777777777777,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,a1d2e47a-808c-4870-bf77-df3a6f855126,5fc3fabf-1cbe-4f90-9834-f20c64686177,13ea21f8-18f5-46f2-9a28-e00f6324c526,bc253656-d75b-4ebc-8fbb-d212ff182ec9,False,False,False,False,9.7658825,10.070747,9.309235000000001,5.355076,tugboat_1.blend,classes,football helmet,football helmet,"jersey, T-shirt, tee shirt","switch, electric switch, electrical switch"
